263.873718;2.0
263.880951;7.0
263.888214;6.0
263.895447;3.0
263.902710;6.0
263.909973;4.0
263.917206;5.0
263.924469;6.0
263.931702;5.0
263.938965;3.0
263.946228;4.0
263.953461;4.0
263.960724;5.0
263.967957;7.0
263.975220;5.0
263.982452;4.0
263.989716;7.0
263.996979;5.0
264.004211;5.0
264.011475;6.0
264.018707;5.0
264.025970;6.0
264.033203;3.0
264.040466;5.0
264.047699;5.0
264.054962;7.0
264.062195;6.0
264.069458;3.0
264.076691;3.0
264.083954;6.0
264.091187;4.0
264.098450;4.0
264.105682;5.0
264.112946;9.0
264.120178;6.0
264.127441;5.0
264.134674;5.0
264.141937;5.0
264.149170;4.0
264.156433;5.0
264.163666;4.0
264.170929;5.0
264.178162;6.0
264.185425;5.0
264.192657;7.0
264.199890;6.0
264.207153;6.0
264.214386;9.0
264.221649;8.0
264.228882;3.0
264.236145;5.0
264.243378;5.0
264.250610;8.0
264.257874;3.0
264.265106;4.0
264.272369;7.0
264.279602;8.0
264.286835;5.0
264.294098;8.0
264.301331;6.0
264.308594;5.0
264.315826;3.0
264.323059;7.0
264.330322;6.0
264.337555;5.0
264.344818;4.0
264.352051;7.0
264.359283;7.0
264.366547;6.0
264.373779;6.0
264.381012;6.0
264.388275;5.0
264.395508;6.0
264.402740;6.0
264.410004;6.0
264.417236;5.0
264.424469;7.0
264.431732;8.0
264.438965;10.0
264.446198;7.0
264.453461;5.0
264.460693;10.0
264.467926;9.0
264.475159;5.0
264.482422;6.0
264.489655;6.0
264.496887;6.0
264.504150;6.0
264.511383;8.0
264.518616;9.0
264.525848;7.0
264.533112;10.0
264.540344;13.0
264.547577;9.0
264.554840;12.0
264.562073;13.0
264.569305;7.0
264.576538;10.0
264.583801;11.0
264.591034;7.0
264.598267;7.0
264.605499;9.0
264.612732;5.0
264.619995;7.0
264.627228;6.0
264.634460;7.0
264.641693;7.0
264.648956;7.0
264.656189;6.0
264.663422;9.0
264.670654;7.0
264.677887;9.0
264.685120;9.0
264.692383;9.0
264.699615;9.0
264.706848;10.0
264.714081;10.0
264.721313;15.0
264.728577;15.0
264.735809;14.0
264.743042;11.0
264.750275;8.0
264.757507;10.0
264.764740;7.0
264.771973;13.0
264.779236;12.0
264.786469;10.0
264.793701;13.0
264.800934;16.0
264.808167;13.0
264.815399;9.0
264.822632;9.0
264.829865;10.0
264.837128;10.0
264.844360;11.0
264.851593;20.0
264.858826;10.0
264.866058;8.0
264.873291;11.0
264.880524;13.0
264.887756;16.0
264.894989;12.0
264.902222;9.0
264.909454;9.0
264.916687;10.0
264.923920;12.0
264.931183;10.0
264.938416;8.0
264.945648;8.0
264.952881;9.0
264.960114;11.0
264.967346;12.0
264.974579;8.0
264.981812;5.0
264.989044;12.0
264.996277;14.0
265.003510;8.0
265.010742;7.0
265.017975;8.0
265.025208;9.0
265.032440;14.0
265.039673;13.0
265.046906;8.0
265.054138;7.0
265.061371;9.0
265.068604;10.0
265.075836;13.0
265.083069;10.0
265.090302;12.0
265.097534;14.0
265.104767;16.0
265.112000;12.0
265.119232;13.0
265.126465;15.0
265.133698;10.0
265.140900;11.0
265.148132;9.0
265.155365;11.0
265.162598;12.0
265.169830;13.0
265.177063;10.0
265.184296;9.0
265.191528;11.0
265.198761;8.0
265.205994;7.0
265.213226;8.0
265.220459;8.0
265.227661;8.0
265.234894;11.0
265.242126;15.0
265.249359;14.0
265.256592;12.0
265.263824;9.0
265.271057;8.0
265.278290;12.0
265.285522;10.0
265.292725;9.0
265.299957;10.0
265.307190;13.0
265.314423;13.0
265.321655;16.0
265.328888;11.0
265.336090;10.0
265.343323;14.0
265.350555;15.0
265.357788;15.0
265.365021;11.0
265.372253;10.0
265.379456;8.0
265.386688;16.0
265.393921;17.0
265.401154;12.0
265.408386;13.0
265.415588;19.0
265.422821;11.0
265.430054;8.0
265.437286;10.0
265.444519;7.0
265.451721;8.0
265.458954;6.0
265.466187;9.0
265.473419;10.0
265.480621;9.0
265.487854;8.0
265.495087;8.0
265.502319;10.0
265.509521;13.0
265.516754;13.0
265.523987;12.0
265.531219;11.0
265.538422;0.2
265.545654;1.6
265.552887;1.8
265.560120;3.0
265.567322;3.0
265.574554;3.3
265.581787;4.0
265.588989;8.7
265.596222;9.3
265.603455;7.8
265.610657;9.3
265.617889;9.4
265.625122;10.3
265.632355;9.2
265.639557;10.9
265.646790;13.6
265.654022;10.3
265.661224;13.6
265.668457;18.7
265.675690;16.1
265.682892;20.3
265.690125;19.7
265.697327;20.1
265.704559;21.0
265.711792;38.7
265.718994;39.1
265.726227;38.4
265.733459;36.4
265.740662;29.6
265.747894;34.4
265.755096;41.6
265.762329;41.7
265.769562;38.6
265.776764;40.3
265.783997;33.1
265.791199;30.7
265.798431;28.1
265.805664;27.9
265.812866;38.7
265.820099;38.7
265.827301;43.2
265.834534;61.5
265.841766;51.8
265.848969;49.8
265.856201;55.7
265.863403;51.6
265.870636;64.5
265.877838;47.7
265.885071;37.3
265.892273;40.6
265.899506;44.2
265.906708;37.8
265.913940;42.3
265.921173;41.7
265.928375;36.7
265.935608;39.5
265.942810;62.5
265.950043;58.0
265.957245;41.2
265.964478;34.8
265.971680;35.1
265.978912;35.2
265.986115;34.6
265.993347;36.9
266.000549;60.5
266.007782;74.4
266.014984;52.7
266.022186;41.9
266.029419;47.4
266.036621;48.6
266.043854;41.0
266.051056;48.0
266.058289;48.7
266.065491;58.3
266.072723;59.8
266.079926;42.7
266.087128;68.4
266.094360;77.0
266.101563;55.1
266.108795;70.1
266.115997;72.6
266.123230;57.7
266.130432;55.8
266.137634;54.7
266.144867;61.1
266.152069;82.4
266.159302;62.8
266.166504;69.7
266.173706;75.5
266.180939;110.1
266.188141;118.0
266.195374;95.2
266.202576;92.5
266.209778;87.7
266.217010;74.9
266.224213;63.7
266.231415;89.3
266.238647;108.8
266.245850;112.2
266.253052;130.1
266.260284;155.9
266.267487;140.1
266.274689;169.8
266.281921;136.6
266.289124;112.6
266.296326;105.2
266.303558;101.3
266.310760;128.1
266.317963;111.9
266.325195;140.2
266.332397;119.4
266.339600;102.9
266.346832;98.3
266.354034;121.0
266.361237;123.1
266.368439;156.4
266.375671;180.0
266.382874;233.8
266.390076;235.2
266.397278;233.6
266.404510;201.9
266.411713;161.6
266.418915;143.2
266.426117;144.5
266.433350;172.0
266.440552;190.5
266.447754;179.6
266.454956;188.8
266.462189;200.6
266.469391;186.0
266.476593;177.6
266.483795;182.9
266.491028;187.9
266.498230;194.9
266.505432;187.2
266.512634;181.8
266.519836;203.8
266.527069;224.2
266.534271;201.6
266.541473;186.3
266.548676;178.3
266.555878;157.4
266.563080;172.5
266.570313;151.2
266.577515;164.4
266.584717;160.2
266.591919;152.2
266.599121;190.8
266.606323;233.5
266.613556;261.3
266.620758;254.2
266.627960;210.0
266.635162;194.6
266.642365;207.6
266.649567;216.8
266.656769;276.2
266.664001;260.4
266.671204;254.4
266.678406;260.1
266.685608;288.2
266.692810;275.2
266.700012;290.4
266.707214;286.5
266.714417;245.8
266.721619;202.5
266.728821;198.1
266.736053;214.9
266.743256;204.6
266.750458;199.8
266.757660;226.3
266.764862;286.0
266.772064;263.6
266.779266;220.2
266.786469;221.7
266.793671;210.2
266.800873;209.6
266.808075;211.1
266.815277;221.2
266.822479;213.6
266.829681;263.3
266.836884;264.2
266.844086;285.2
266.851288;265.9
266.858490;287.9
266.865692;308.1
266.872894;297.1
266.880096;305.5
266.887299;306.3
266.894501;317.0
266.901703;338.1
266.908905;314.0
266.916107;294.0
266.923309;347.0
266.930511;401.1
266.937714;458.1
266.944916;618.6
266.952118;782.0
266.959320;862.0
266.966522;876.3
266.973724;704.1
266.980927;514.2
266.988129;449.5
266.995331;451.1
267.002533;415.8
267.009735;376.3
267.016937;404.7
267.024139;438.2
267.031311;457.9
267.038513;424.8
267.045715;529.5
267.052917;699.2
267.060120;805.8
267.067322;827.2
267.074524;772.4
267.081726;629.9
267.088928;525.8
267.096130;483.1
267.103302;428.6
267.110504;461.9
267.117706;481.0
267.124908;437.8
267.132111;448.2
267.139313;469.4
267.146515;573.8
267.153687;810.8
267.160889;1214.3
267.168091;1715.2
267.175293;2031.4
267.182495;2025.6
267.189697;1594.1
267.196899;1116.0
267.204071;892.2
267.211273;716.4
267.218475;525.8
267.225677;416.7
267.232880;372.7
267.240051;403.5
267.247253;463.6
267.254456;446.9
267.261658;386.2
267.268860;362.9
267.276031;328.3
267.283234;368.8
267.290436;428.0
267.297638;507.7
267.304810;498.6
267.312012;443.5
267.319214;340.3
267.326416;359.3
